route	page	#	station	text
Western-and-Wales	0346	005	MORETON-IN-MARSH	Up platform - 183m, 200yds
Western-and-Wales	0347	005	HONEYBOURNE	Down Platform - 186m, 203yds
Western-and-Wales	0347	006	HONEYBOURNE	Up Platform - 186m, 203yds
Western-and-Wales	0348	003	EVESHAM	Down platform - 186m, 203yds
Western-and-Wales	0348	004	EVESHAM	Up platform - 186m, 203yds
Western-and-Wales	0355	001	COLWALL	Platform - 109m, 119yds
Western-and-Wales	0356	002	LEDBURY	Down platform - 100m, 109yds
Western-and-Wales	0356	003	LEDBURY	Up platform - 98m, 107yds
Western-and-Wales	0380	001	CHELTENHAM SPA	Down platform - 250m, 273yds
Western-and-Wales	0380	002	CHELTENHAM SPA	Up platform - 280m, 306yds
Western-and-Wales	0385	008	YATE	Down platform - 103m, 113yds
Western-and-Wales	0385	010	YATE	Up platform - 105m, 115yds
Western-and-Wales	0392	002	LAWRENCE HILL	Down platform - 114m, 125yds
Western-and-Wales	0392	003	LAWRENCE HILL	Up platform - 116m, 127yds
Western-and-Wales	0399	001	SEA MILLS	Platform - 118m, 129yds
Western-and-Wales	0402	004	KEMBLE	Down platform - 194m, 212yds
Western-and-Wales	0402	005	KEMBLE	Up platform - 180m, 196yds
Western-and-Wales	0405	009	READING	Platform 1 - 124m, 136yds (PP)
Western-and-Wales	0405	010	READING	Platform 2 - 120m, 131yds (PP)
Western-and-Wales	0406	010	READING WEST	Down platform - 278m, 304yds
Western-and-Wales	0406	011	READING WEST	Up platform - 158m, 172yds
Western-and-Wales	0417	003	CASTLE CARY	Platform 1 - 198m, 217yds
Western-and-Wales	0417	004	CASTLE CARY	Platform 2 - 197m, 215yds
Western-and-Wales	0417	005	CASTLE CARY	Platform 3 - 70m, 77yds
Western-and-Wales	0422	007	TROWBRIDGE	Down platform - 121m, 132 yds
Western-and-Wales	0422	008	TROWBRIDGE	Up platform - 154m, 168yds
Western-and-Wales	0426	005	MELKSHAM	Platform - 38m, 42yds
Western-and-Wales	0434	001	WESTBURY	Platform 1 - 224m (245 yards)
Western-and-Wales	0434	002	WESTBURY	Platform 2 - 203m (222 yards)
Western-and-Wales	0434	003	WESTBURY	Platform 3 - 197m (215 yards)
Western-and-Wales	0442	008	BRISTOL PARKWAY	DB, UB, UPL, Platform 4, DPL, DPG and DPR
Western-and-Wales	0443	003	PATCHWAY	Down platform - 121m (132 yards)
Western-and-Wales	0443	004	PATCHWAY	Up platform - 121m (132 yards)
Western-and-Wales	0444	005	PILNING	Down platform -121m (132 yards) - Out of use
Western-and-Wales	0444	006	PILNING	Up platform - 120m (131 yards)
Western-and-Wales	0446	002	YEOFORD	Platform - 136m (149 yards)
Western-and-Wales	0449	001	UMBERLEIGH	Platform - 139m, 152yds
Western-and-Wales	0458	002	PAIGNTON	Down platform - 251m, 274yds
Western-and-Wales	0458	003	PAIGNTON	Up platform - 209m, 229yds
Western-and-Wales	0470	001	LUXULYAN	Platform - 48m, 53yds
Western-and-Wales	0472	001	ST COLUMB ROAD	Platform - 93m, 102yds
Western-and-Wales	0480	005	GLOUCESTER	Platform 1 - 246m (269 yards)
Western-and-Wales	0480	006	GLOUCESTER	Platform 2 - 248m (271 yards)
Western-and-Wales	0480	007	GLOUCESTER	Platform 3 - 105m (115 yards) (PP)
Western-and-Wales	0480	008	GLOUCESTER	Platform 4 - 324m (354 yards)
Western-and-Wales	0483	004	LYDNEY	Down platform - 85m (93 yards)
Western-and-Wales	0483	005	LYDNEY	Up platform - 97m (106 yards)
Western-and-Wales	0484	003	CHEPSTOW/CAS-GWENT	Down platform - 102m (112 yards)
Western-and-Wales	0484	004	CHEPSTOW/CAS-GWENT	Up platform - 102m (112 yards)
Western-and-Wales	0494	001	CHURCH STRETTON	Down and Up platforms
Western-and-Wales	0495	003	CRAVEN ARMS	Down platform - 134m (147 yards)
Western-and-Wales	0495	004	CRAVEN ARMS	Up platform - 198m (217 yards)
Western-and-Wales	0496	003	LUDLOW	Down platform - 104m (114 yards)
Western-and-Wales	0496	004	LUDLOW	Up platform - 132m (144 yards)
Western-and-Wales	0498	001	LEOMINSTER	Down platform - 97m (106 yards)
Western-and-Wales	0498	002	LEOMINSTER	Up platform - 99m (108 yards)
Western-and-Wales	0501	001	HEREFORD	Platform 1 - 205m (224 yards)
Western-and-Wales	0501	002	HEREFORD	Platform 2 - 204m (223 yards)
Western-and-Wales	0501	003	HEREFORD	Platform 3 - 221m (242 yards)
Western-and-Wales	0501	004	HEREFORD	Platform 4 - 70m (77 yards)
Western-and-Wales	0506	006	CWMBRAN	Down and Up platforms
Western-and-Wales	0509	009	SHREWSBURY	Platform 3 - 263m, 288yds
Western-and-Wales	0509	010	SHREWSBURY	Platform 4 - 308m, 336yds
Western-and-Wales	0509	011	SHREWSBURY	Platforms 5 and 6 - 130m, 142yds (PP)
Western-and-Wales	0509	012	SHREWSBURY	Platform 7 - 309m, 338yds
Western-and-Wales	0512	005	GOBOWEN	Down platform - 126m, 138yds
Western-and-Wales	0512	006	GOBOWEN	Up platform - 166m, 182yds
Western-and-Wales	0513	003	CHIRK	Down and Up platforms -
Western-and-Wales	0514	006	RUABON	Down platform - 95m, 104yds
Western-and-Wales	0514	007	RUABON	Up platform - 95m, 104yds
Western-and-Wales	0522	002	CAERSWS	Platform - 109m (119 yards)
Western-and-Wales	0542	002	YORTON	Down platform - 60m (65 yds)
Western-and-Wales	0542	003	YORTON	Up platform - 50m (54 yds)
Western-and-Wales	0542	004	YORTON	Down platform - 86m (94 yds)
Western-and-Wales	0542	005	YORTON	Up platform - 88m (96 yds)
Western-and-Wales	0543	002	PREES	Down platform - 83m (91 yards)
Western-and-Wales	0543	003	PREES	Up platform - 65m (71 yds)
Western-and-Wales	0545	002	NANTWICH	Down platform - 117m, (127yds)
Western-and-Wales	0545	003	NANTWICH	Up platform - 106m, (115yds)
Western-and-Wales	0570	004	CATHAYS	Platforms - 124m (135 yards)
Western-and-Wales	0573	010	GRANGETOWN	Platforms - 124m (135yds)
Western-and-Wales	0578	001	PENRHIWCEIBER	Platform - 94m, 102yds
Western-and-Wales	0582	002	DANESCOURT	Platforms - 50m, 54yds
Western-and-Wales	0588	004	RHOOSE	Down and Up platforms
Western-and-Wales	0589	002	LLANTWIT MAJOR	Down and Up platforms
Western-and-Wales	0616	001	NEWPORT / CASNEWYDD	Platform 1 - 360m, 394yds (PP-A,PP.C/PF)
Western-and-Wales	0616	002	NEWPORT / CASNEWYDD	Platform 2 - 287m, 314yds (PP-A, PP.C/PF)
Western-and-Wales	0616	003	NEWPORT / CASNEWYDD	Platform 3 - 311m, 340yds (PP-A,PP.C/PF)
Western-and-Wales	0616	004	NEWPORT / CASNEWYDD	Platform 4 - 250m, 273yds (PP-A,PP.C/PF)
Western-and-Wales	0623	006	PONTYCLUN	Down and Up platforms
Western-and-Wales	0624	001	LLANHARAN	Down and Up platforms - 98m, 107yds
Western-and-Wales	0624	002	LLANHARAN	Up platform - 112m, 122yds
Western-and-Wales	0624	003	LLANHARAN	Down platform - 102m, 112yds
Western-and-Wales	0625	001	BRIDGEND/PEN-Y-BONT	Platform 1 - 255m (279 yards)
Western-and-Wales	0625	002	BRIDGEND/PEN-Y-BONT	Platform 1A - 88m (97 yards)
Western-and-Wales	0625	003	BRIDGEND/PEN-Y-BONT	Platform 2 - 255m (279 yards)
Western-and-Wales	0625	004	BRIDGEND/PEN-Y-BONT	Platform 3 - 60m (66 yards)
Western-and-Wales	0626	005	PYLE/PIL	Down and Up platforms
Western-and-Wales	0631	003	LLANSAMLET	Down and Up platforms
Western-and-Wales	0632	004	GOWERTON / TRE-GWYR	Down Platform - 175m, 191yds
Western-and-Wales	0632	005	GOWERTON / TRE-GWYR	Up Platform - 145m, 158yds
Western-and-Wales	0639	001	CLARBESTON ROAD	Down platform - 80m, 87yds (Tel.)
Western-and-Wales	0639	002	CLARBESTON ROAD	Up platform - 122m, 133yds (Tel.)
Western-and-Wales	0642	008	SWANSEA / ABERTAWE	Platform 1 - 273m, 298yds (PP)
Western-and-Wales	0642	010	SWANSEA / ABERTAWE	Platform 2 - 274m, 299yds (PP)
Western-and-Wales	0642	012	SWANSEA / ABERTAWE	Platform 3 - 278m, 304yds (PP)
Western-and-Wales	0642	014	SWANSEA / ABERTAWE	Platform 4 - 263m, 287yds (PP)
Western-and-Wales	0667	001	JOHNSTON	Platform - 110m, 120yds
Western-and-Wales	0668	001	MILFORD HAVEN	Platform - 94m, 103yds
